candidate,domain,language_scope,tasks,disorders,evidence_level,status,feature_keys,reference,reason
spectral_slope_sd_db_per_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_slope_sd_db_per_hz,SAY catalog v1,
spectral_spread_mean_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_spread_mean_hz,SAY catalog v1,
spectral_spread_sd_hz,spectral,language_sensitive,connected_speech|sustained_vowel,ad|als|ataxia|hd|mci|ms|msa|pd|psp,standard_feature_set,implemented,spectral_spread_sd_hz,SAY catalog v1,
task_ddk_acceleration_syllables_s2,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_acceleration_syllables_s2,Neurodegenerative speech feature expansion v1,
task_ddk_decay_ratio,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_decay_ratio,Neurodegenerative speech feature expansion v1,
task_ddk_instability_s,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_instability_s,Neurodegenerative speech feature expansion v1,
task_ddk_inter_onset_cv,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_inter_onset_cv,Neurodegenerative speech feature expansion v1,
task_ddk_inter_onset_mean_s,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_inter_onset_mean_s,Neurodegenerative speech feature expansion v1,
task_ddk_inter_onset_median_s,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_inter_onset_median_s,Neurodegenerative speech feature expansion v1,
task_ddk_inter_onset_sd_s,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_inter_onset_sd_s,Neurodegenerative speech feature expansion v1,
task_ddk_rate_syllables_s,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_rate_syllables_s,Neurodegenerative speech feature expansion v1,
task_ddk_sequential_alternating_ratio,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_sequential_alternating_ratio,Neurodegenerative speech feature expansion v1,
task_ddk_voiced_interval_mean_s,task,language_independent,ddk,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_ddk_voiced_interval_mean_s,Neurodegenerative speech feature expansion v1,
task_fluency_cluster_size_mean,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_cluster_size_mean,SAY catalog v1,
task_fluency_clusters,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_clusters,SAY catalog v1,
task_fluency_first_half_valid,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_first_half_valid,SAY catalog v1,
task_fluency_intrusions,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_intrusions,SAY catalog v1,
task_fluency_production_change,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_production_change,SAY catalog v1,
task_fluency_rate,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_rate,SAY catalog v1,
task_fluency_repeats,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_repeats,SAY catalog v1,
task_fluency_response_count,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_response_count,SAY catalog v1,
task_fluency_second_half_valid,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_second_half_valid,SAY catalog v1,
task_fluency_switches,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_switches,SAY catalog v1,
task_fluency_valid_count,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_valid_count,SAY catalog v1,
task_fluency_valid_unique,task,language_sensitive,phonemic_fluency|semantic_fluency,,derived_companion,implemented,task_fluency_valid_unique,SAY catalog v1,
task_max_phonation_time_s,task,language_independent,sustained_vowel,als|ataxia|cbs|hd|mnd|ms|msa|pd|pdd|psp,derived_companion,implemented,task_max_phonation_time_s,Neurodegenerative speech feature expansion v1,
task_picture_action_coverage,task,language_sensitive,picture_description,,derived_companion,implemented,task_picture_action_coverage,SAY catalog v1,
task_picture_concept_coverage,task,language_sensitive,picture_description,,derived_companion,implemented,task_picture_concept_coverage,SAY catalog v1,
task_picture_concept_density,task,language_sensitive,picture_description,,derived_companion,implemented,task_picture_concept_density,SAY catalog v1,
task_picture_entity_coverage,task,language_sensitive,picture_description,,derived_companion,implemented,task_picture_entity_coverage,SAY catalog v1,
task_picture_repeat_ratio,task,language_sensitive,picture_description,,derived_companion,implemented,task_picture_repeat_ratio,SAY catalog v1,
task_recall_idea_coverage,task,language_sensitive,story_recall,,derived_companion,implemented,task_recall_idea_coverage,SAY catalog v1,
task_recall_idea_density,task,language_sensitive,story_recall,,derived_companion,implemented,task_recall_idea_density,SAY catalog v1,
task_recall_order_score,task,language_sensitive,story_recall,,derived_companion,implemented,task_recall_order_score,SAY catalog v1,
task_recall_repeat_ratio,task,language_sensitive,story_recall,,derived_companion,implemented,task_recall_repeat_ratio,SAY catalog v1,
egemaps_meanunvoicedsegmentlength,timing,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_meanunvoicedsegmentlength,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_meanvoicedsegmentlengthsec,timing,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_meanvoicedsegmentlengthsec,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_stddevunvoicedsegmentlength,timing,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_stddevunvoicedsegmentlength,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_stddevvoicedsegmentlengthsec,timing,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_stddevvoicedsegmentlengthsec,https://doi.org/10.1109/TAFFC.2015.2457417,
egemaps_voicedsegmentspersec,timing,language_sensitive,connected_speech|sustained_vowel,,standard_feature_set,optional,egemaps_voicedsegmentspersec,https://doi.org/10.1109/TAFFC.2015.2457417,
time_articulation_rate_syllables_per_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_articulation_rate_syllables_per_s,SAY catalog v1,
time_between_utterance_pause_proportion,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_between_utterance_pause_proportion,Neurodegenerative speech feature expansion v1,
time_long_pause_count,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_long_pause_count,SAY catalog v1,
time_max_local_speech_rate_wpm,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_max_local_speech_rate_wpm,Neurodegenerative speech feature expansion v1,
time_overlap_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_overlap_s,SAY catalog v1,
time_pause_count,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_count,SAY catalog v1,
time_pause_cv,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_cv,Neurodegenerative speech feature expansion v1,
time_pause_iqr_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_iqr_s,Neurodegenerative speech feature expansion v1,
time_pause_max_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_max_s,SAY catalog v1,
time_pause_mean_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_mean_s,SAY catalog v1,
time_pause_median_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_median_s,Neurodegenerative speech feature expansion v1,
time_pause_proportion,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_proportion,Neurodegenerative speech feature expansion v1,
time_pause_rate_per_min,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_rate_per_min,SAY catalog v1,
time_pause_sd_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_sd_s,SAY catalog v1,
time_pause_total_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_pause_total_s,Neurodegenerative speech feature expansion v1,
time_response_latency_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_response_latency_s,SAY catalog v1,
time_speech_ratio,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_speech_ratio,SAY catalog v1,
time_speech_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_speech_s,SAY catalog v1,
time_speech_segment_count,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_speech_segment_count,Neurodegenerative speech feature expansion v1,
time_speech_segment_cv,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_speech_segment_cv,Neurodegenerative speech feature expansion v1,
time_speech_segment_iqr_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_speech_segment_iqr_s,Neurodegenerative speech feature expansion v1,
time_speech_segment_max_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_speech_segment_max_s,Neurodegenerative speech feature expansion v1,
time_speech_segment_median_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_speech_segment_median_s,Neurodegenerative speech feature expansion v1,
time_speech_segment_rate_per_min,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_speech_segment_rate_per_min,Neurodegenerative speech feature expansion v1,
time_syllable_duration_cv,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_syllable_duration_cv,SAY catalog v1,
time_syllable_duration_mean_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_syllable_duration_mean_s,SAY catalog v1,
time_syllable_duration_npvi,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_syllable_duration_npvi,SAY catalog v1,
time_syllable_duration_sd_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_syllable_duration_sd_s,SAY catalog v1,
time_syllables_per_min,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_syllables_per_min,SAY catalog v1,
time_timing_acceleration_per_min2,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_timing_acceleration_per_min2,Neurodegenerative speech feature expansion v1,
time_timing_event_entropy,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_timing_event_entropy,Neurodegenerative speech feature expansion v1,
time_timing_event_rate_per_min,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_timing_event_rate_per_min,Neurodegenerative speech feature expansion v1,
time_voiced_segment_mean_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_voiced_segment_mean_s,SAY catalog v1,
time_voiced_segment_sd_s,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_voiced_segment_sd_s,SAY catalog v1,
time_words_per_min,timing,language_independent,connected_speech,ad|als|ataxia|cbs|dlb|ftd|hd|mci|mnd|ms|msa|pd|pdd|ppa|psp,derived_companion,implemented,time_words_per_min,SAY catalog v1,
